0 0.5
1 0.8181818
2 0.88335717
3 0.89452744
4 0.8963798
5 0.89668536
6 0.89673567
7 0.896744
8 0.89674526
9 0.8967455
10 0.8967456
11 0.8967456
12 0.8967456
13 0.8967456
14 0.8967456
15 0.8967456
16 0.8967456
17 0.8967456
18 0.8967456
19 0.8967456
20 0.8967456
21 0.8967456
22 0.8967456
23 0.8967456
24 0.8967456
25 0.8967456
26 0.8967456
27 0.8967456
28 0.8967456
29 0.8967456
30 0.8967456
31 0.8967456
32 0.8967456
33 0.8967456
34 0.8967456
35 0.8967456
36 0.8967456
37 0.8967456
38 0.8967456
39 0.8967456
40 0.8967456
41 0.8967456
42 0.8967456
43 0.8967456
44 0.8967456
45 0.8967456
46 0.8967456
47 0.8967456
48 0.8967456
49 0.8967456
50 0.8967456
51 0.8967456
52 0.8967456
53 0.8967456
54 0.8967456
55 0.8967456
56 0.8967456
57 0.8967456
58 0.8967456
59 0.8967456
60 0.8967456
61 0.8967456
62 0.8967456
63 0.8967456
64 0.8967456
65 0.8967456
66 0.8967456
67 0.8967456
68 0.8967456
69 0.8967456
70 0.8967456
71 0.8967456
72 0.8967456
73 0.8967456
74 0.8967456
75 0.8967456
76 0.8967456
77 0.8967456
78 0.8967456
79 0.8967456
80 0.8967456
81 0.8967456
82 0.8967456
83 0.8967456
84 0.8967456
85 0.8967456
86 0.8967456
87 0.8967456
88 0.8967456
89 0.8967456
90 0.8967456
91 0.8967456
92 0.8967456
93 0.8967456
94 0.8967456
95 0.8967456
96 0.8967456
97 0.8967456
98 0.8967456
99 0.8967456
