0 0.5
1 0.8181818
2 0.88335717
3 0.88335717
4 0.65334284
5 0.5613371
6 0.5245349
7 0.50981396
8 0.5039256
9 0.5015703
10 0.5006281
11 0.5002513
12 0.50010055
13 0.50004023
14 0.5000161
15 0.50000644
16 0.5000026
17 0.5000011
18 0.5000005
19 0.50000024
20 0.5000001
21 0.50000006
22 0.50000006
23 0.50000006
24 0.50000006
25 0.50000006
26 0.50000006
27 0.50000006
28 0.50000006
29 0.50000006
30 0.50000006
31 0.50000006
32 0.50000006
33 0.50000006
34 0.50000006
35 0.50000006
36 0.50000006
37 0.50000006
38 0.50000006
39 0.50000006
40 0.50000006
41 0.50000006
42 0.50000006
43 0.50000006
44 0.50000006
45 0.50000006
46 0.50000006
47 0.50000006
48 0.50000006
49 0.50000006
50 0.50000006
51 0.50000006
52 0.50000006
53 0.50000006
54 0.50000006
55 0.50000006
56 0.50000006
57 0.50000006
58 0.50000006
59 0.50000006
60 0.50000006
61 0.50000006
62 0.50000006
63 0.50000006
64 0.50000006
65 0.50000006
66 0.50000006
67 0.50000006
68 0.50000006
69 0.50000006
70 0.50000006
71 0.50000006
72 0.50000006
73 0.50000006
74 0.50000006
75 0.50000006
76 0.50000006
77 0.50000006
78 0.50000006
79 0.50000006
80 0.50000006
81 0.50000006
82 0.50000006
83 0.50000006
84 0.50000006
85 0.50000006
86 0.50000006
87 0.50000006
88 0.50000006
89 0.50000006
90 0.50000006
91 0.50000006
92 0.50000006
93 0.50000006
94 0.50000006
95 0.50000006
96 0.50000006
97 0.50000006
98 0.50000006
99 0.50000006
