01  0.5612
02  0.5821
03  0.6340
04  0.6697
05  0.7091
06  0.7160
07  0.7253
08  0.7394
09  0.7385
10  0.7430
11  0.7432
12  0.7402
13  0.7344
14  0.7267
15  0.7217
16  0.7288
17  0.7333
18  0.7177
19  0.7260
20  0.7063
21  0.7054
22  0.7178
23  0.7275
24  0.7324
25  0.7309
26  0.7375
27  0.7302
28  0.7293
29  0.7228
30  0.7282
31  0.7425
32  0.7532
33  0.7696
34  0.7740
35  0.7777
36  0.7671
37  0.7746
38  0.7943
39  0.8080
40  0.8133
41  0.8031
42  0.8102
43  0.7994
44  0.7933
45  0.7993
46  0.8122
47  0.8308
48  0.8349
49  0.8477
50  0.8426
51  0.8355
52  0.8220
53  0.8089
54  0.8122
55  0.8138
56  0.8075
57  0.8175
58  0.8240
59  0.8433
60  0.8319
61  0.8234
62  0.8456
63  0.8455
64  0.8396
65  0.8335
66  0.8383
67  0.8432
68  0.8300
69  0.8315
70  0.8324
71  0.8407
72  0.8527
73  0.8605
74  0.8686
75  0.8632
76  0.8674
77  0.8651
78  0.8699
79  0.8774
80  0.8786
81  0.8712
82  0.8650
83  0.8577
84  0.8786
85  0.8482
86  0.8566
87  0.8712
88  0.8777
89  0.8825
90  0.8884
91  0.8800
92  0.8843
93  0.8923
94  0.8977
95  0.8923
96  0.8861
97  0.9022
98  0.9088
99  0.9167
